event_definition;coding_system;code;code_name;concept;concept_name;tags;system;event_abbreviation;type
Maternal outcome: depression;SNOMEDCT_US;2,89E+14;Opioid-induced mood disorder due to opioid dependence;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;29733004;Opioid-induced mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;30520009;Severe bipolar II disorder, most recent episode major depressive with psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;30687003;Bipolar II disorder, most recent episode major depressive with postpartum onset;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;30935000;Manic bipolar I disorder in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;31446002;Bipolar I disorder, most recent episode hypomanic;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;33380008;Severe manic bipolar I disorder with psychotic features, mood-incongruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;34315001;Bipolar II disorder, most recent episode major depressive with melancholic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;3530005;Bipolar I disorder, single manic episode, in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;35481005;Mixed bipolar I disorder in remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;35722002;Severe bipolar II disorder, most recent episode major depressive, in remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;35846004;Moderate bipolar II disorder, most recent episode major depressive;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;36583000;Mixed bipolar I disorder in partial remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;36622002;Mild mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;371596008;Bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;371599001;Severe bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;371600003;Severe bipolar disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;371604007;Severe bipolar II disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;37331004;Organic mood disorder caused by psychoactive substance;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;37739004;Mood disorder due to a general medical condition;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;38368003;Schizoaffective disorder, bipolar type;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;38547003;Mood disorder in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;40926005;Moderate mixed bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;41552001;Mild bipolar I disorder, single manic episode;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;41832009;Severe bipolar I disorder, single manic episode with psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;41836007;Bipolar disorder in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;41932008;Amok;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;42594001;Organic mood disorder of depressed type;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;429672007;Mood disorder caused by drug;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;43568002;Bipolar II disorder, most recent episode major depressive with atypical features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;43769008;Mild mixed bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;4441000;Severe bipolar disorder with psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;45479006;Manic bipolar I disorder in remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;46229002;Severe mixed bipolar I disorder without psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;4863002;PCP (phencyclidine) mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;48937005;Bipolar II disorder, most recent episode hypomanic;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;49468007;Depressed bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;49512000;Depressed bipolar I disorder in partial remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;51637008;Chronic bipolar I disorder, most recent episode depressed;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;53049002;Severe bipolar disorder without psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;53607008;Depressed bipolar I disorder in remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;53936005;Alcohol-induced mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;54761006;Severe depressed bipolar I disorder with psychotic features, mood-congruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;55516002;Bipolar I disorder, most recent episode manic with postpartum onset;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;5703000;Bipolar disorder in partial remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;58329000;Organic mood disorder of manic type;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;58647003;Severe mood disorder with psychotic features, mood-congruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;59617007;Severe depressed bipolar I disorder with psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;61403008;Severe depressed bipolar I disorder without psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;63249007;Manic bipolar I disorder in partial remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;64731001;Severe mixed bipolar I disorder with psychotic features, mood-congruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;65042007;Bipolar I disorder, most recent episode mixed with postpartum onset;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;66631006;Moderate depressed bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;67002003;Severe bipolar II disorder, most recent episode major depressive, in partial remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;68569003;Manic bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;698946008;Cyclothymia in remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;70043001;Severe mood disorder with psychotic features, mood-incongruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;70546001;Severe bipolar disorder with psychotic features, mood-congruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;71294008;Mild bipolar II disorder, most recent episode major depressive;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;715924009;Disruptive mood dysregulation disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;71984005;Mild manic bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;723903001;Bipolar type I disorder currently in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;723905008;Bipolar type II disorder currently in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;723912004;Secondary mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;723929001;Mood disorder with manic symptoms caused by alcohol;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;724679007;Mood disorder with manic symptoms caused by sedative;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;724680005;Mood disorder with manic symptoms caused by hypnotic;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;724681009;Mood disorder with manic symptoms caused by anxiolytic;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;724682002;Mood disorder with mixed depressive and manic symptoms caused by sedative;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;724683007;Mood disorder with mixed depressive and manic symptoms caused by hypnotic;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;724684001;Mood disorder with mixed depressive and manic symptoms caused by anxiolytic;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;724691003;Mood disorder with manic symptoms caused by cocaine;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;724692005;Mood disorder with mixed depressive and manic symptoms caused by cocaine;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;724707002;Mood disorder caused by methylenedioxymethamphetamine;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;724720004;Mood disorder caused by dissociative drug;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;724721000;Mood disorder caused by ketamine;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;724757005;Depressive symptoms due to primary psychotic disorder;;;Possible;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;73471000;Bipolar I disorder, most recent episode mixed with catatonic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;74266001;Mood disorder in partial remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;74686005;Mild depressed bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;75360000;Bipolar I disorder, single manic episode, in remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;75752004;Bipolar I disorder, most recent episode depressed with melancholic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;75837004;Mood disorder with depressive features due to general medical condition;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;76105009;Cyclothymia;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;762320004;Mood disorder with manic symptoms caused by opioid;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;762322007;Mood disorder with mixed depressive and manic symptoms caused by opioid;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;762328006;Mood disorder caused by stimulant;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;762330008;Mood disorder with mixed depressive and manic symptoms caused by stimulant;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;762335003;Mood disorder with manic symptoms caused by hallucinogen;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;762337006;Mood disorder with mixed depressive and manic symptoms caused by hallucinogen;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;762338001;Mood disorder with manic symptoms caused by volatile inhalant;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;762340006;Mood disorder with mixed depressive and manic symptoms caused by volatile inhalant;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;762344002;Mood disorder with manic symptoms caused by dissociative drug;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;762346000;Mood disorder with mixed depressive and manic symptoms caused by dissociative drug;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;762511009;Mood disorder caused by synthetic cathinone;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;762513007;Mood disorder with manic symptoms caused by synthetic cathinone;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;762514001;Mood disorder with mixed depressive and manic symptoms caused by synthetic cathinone;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;767631007;Bipolar disorder, most recent episode depression;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;767632000;Bipolar disorder, most recent episode manic;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;767633005;Bipolar affective disorder, most recent episode mixed;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;767635003;Bipolar I disorder, most recent episode manic;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;767636002;Bipolar I disorder, most recent episode depression;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;77486005;Mood disorder with major depressive-like episode due to general medical condition;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;78269000;Bipolar I disorder, single manic episode, in partial remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;78640000;Severe manic bipolar I disorder with psychotic features, mood-congruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;788983007;Mood disorder caused by cannabis;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;789061003;Rapid cycling bipolar II disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;789119007;Synthetic cannabinoid induced mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;79584002;Moderate bipolar disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;81319007;Severe bipolar II disorder, most recent episode major depressive without psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;82998009;Moderate manic bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;83225003;Bipolar II disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;83501007;Organic mood disorder of mixed type;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;838528007;Mood disorder with manic symptoms caused by amphetamine and/or amphetamine derivative;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;838529004;Mood disorder with mixed depressive and manic symptoms caused by amphetamine and/or amphetamine derivative;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;85248005;Bipolar disorder in remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;86058007;Severe bipolar I disorder, single manic episode with psychotic features, mood-incongruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;87203005;Bipolar I disorder, most recent episode depressed with postpartum onset;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;87950005;Bipolar I disorder, single manic episode with catatonic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;88939009;Severe mood disorder without psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;9167000;Moderate mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;9340000;Bipolar I disorder, single manic episode;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;9,49E+13;Episodic mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;74421008;Affective disorder;C0525045;Mood Disorders;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;191608002;Recurrent major depressive episode;C0154409;Recurrent major depressive episodes;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;191609005;Recurrent major depressive episodes, unspecified;C0154409;Recurrent major depressive episodes;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;191617002;Recurrent major depressive episode NOS;C0154409;Recurrent major depressive episodes;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;191599006;Single major depressive episode;C0024517;Single major depressive episode;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;191600009;Single major depressive episode, unspecified;C0024517;Single major depressive episode;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;191607007;Single major depressive episode NOS;C0024517;Single major depressive episode;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;192366006;Single major depressive episode;C0024517;Single major depressive episode;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;268620009;Single major depressive episode;C0024517;Single major depressive episode;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;154963001;Depression NOS;C0011570;Mental Depression;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;307537002;Depression NOS;C0011570;Mental Depression;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;41006004;Depression;C0011570;Mental Depression;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;192382007;[X]Persistent mood affective disorders;C0349224;Persistent mood affective disorder, unspecified;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;192386005;[X]Persistent mood affective disorder, unspecified;C0349224;Persistent mood affective disorder, unspecified;Exclude;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;154964007;Mixed anxiety and depressive disorder;C0338908;Mixed anxiety and depressive disorder;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;191707004;Mixed anxiety and depressive disorder;C0338908;Mixed anxiety and depressive disorder;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;192402009;[X]Mixed anxiety and depressive disorder;C0338908;Mixed anxiety and depressive disorder;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;192384008;Dysthymia;C0013415;Dysthymic Disorder;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;192377000;[X]Major depression, recurrent without psychotic symptoms;C0154412;Severe recurrent major depression without psychotic features;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;268708008;[X]Recurrent depressive disorder, current episode severe without psychotic symptoms;C0154412;Severe recurrent major depression without psychotic features;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;192376009;[X]Recurrent depressive disorder, current episode moderate;C0154411;Moderate recurrent major depression;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;191601008;Single major depressive episode, mild;C0154403;Mild major depression, single episode;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;191602001;Single major depressive episode, moderate;C0154404;Moderate major depression, single episode;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;147016002;Postnatal depressive disorder;C0221074;Depression, Postpartum;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;154889000;Depression - postnatal;C0221074;Depression, Postpartum;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;191740008;Postnatal depression;C0221074;Depression, Postpartum;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;192475007;[X]Postnatal depression NOS;C0221074;Depression, Postpartum;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;268753005;Depression - postnatal;C0221074;Depression, Postpartum;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;192378005;[X]Recurrent depressive disorder, current episode severe with psychotic symptoms;C0154413;Severe recurrent major depression with psychotic features;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;268709000;[X]Recurrent depressive disorder, current episode severe with psychotic symptoms;C0154413;Severe recurrent major depression with psychotic features;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;268706007;[X]Depressive episode, unspecified;C0349217;Depressive episode, unspecified;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;871840004;Depressive episode;C0349217;Depressive episode, unspecified;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;192374007;[X]Recurrent depressive disorder;C0349218;Recurrent depressive disorder;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;192381000;[X]Recurrent depressive disorder, unspecified;C0349218;Recurrent depressive disorder;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;268707003;[X]Recurrent depressive disorder;C0349218;Recurrent depressive disorder;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;268710005;[X]Recurrent depressive disorder, unspecified;C0349218;Recurrent depressive disorder;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;191580002;Depressive psychoses;C0743072;Psychosis depressive;Possible;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;191614009;Recurrent major depressive episodes, in partial or unspecified remission;C0338893;Recurrent major depressive episodes, in partial or unspecified remission;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;192371004;[X]Atypical depression;C0154437;Atypical depressive disorder;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;277538003;Atypical depressive disorder;C0154437;Atypical depressive disorder;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;268705006;[X]Other depressive episodes;C0349216;Other depressive episodes;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;192370003;[X]Severe depressive episode with psychotic symptoms;C0494400;Severe depressive episode with psychotic symptoms;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;268704005;[X]Severe depressive episode with psychotic symptoms;C0494400;Severe depressive episode with psychotic symptoms;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;192379002;[X]Recurrent depressive disorder, currently in remission;C0270477;Recurrent major depression in remission;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;154873003;Endogenous depression;C0011573;Endogenous depression;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;231498003;Endogenous depression;C0011573;Endogenous depression;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;268756002;Depressive personality;C0302874;Depressive personality disorder;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;192369004;[X]Severe depressive episode without psychotic symptoms;C0494399;Severe depressive episode without psychotic symptoms;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;268702009;[X]Severe depressive episode without psychotic symptoms;C0494399;Severe depressive episode without psychotic symptoms;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;192368007;[X]Moderate depressive episode;C0494398;Moderate depressive episode;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;192367002;[X]Mild depressive episode;C0494397;Mild depressive episode;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;191665001;Masked depression;C0338897;Masked depression;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;154967000;Severe depression;C0588008;Severe depression;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;154872008;Agitated depression;C0235136;Agitated depression;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;191681006;Agitated depression;C0235136;Agitated depression;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;268750008;Agitated depression;C0235136;Agitated depression;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;192078003;Depressive disorder NEC;C0012706;Depressive disorder NEC in SNOMEDCT;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;154876006;Seasonal affective disorder;C0085159;Seasonal Affective Disorder;Possible;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;154969002;Seasonal affective disorder;C0085159;Seasonal Affective Disorder;Possible;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;191655007;Seasonal affective disorder;C0085159;Seasonal Affective Disorder;Possible;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;310465006;[X] Single episode agitated depression without psychotic symptoms;C0556016;Single episode agitated depression without psychotic symptoms;Narrow;R;DEPRESSION;
Maternal outcome: depression;SNOMEDCT_US;192605002;Depressive conduct disorder;C0339017;Depressive conduct disorder;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;192080009;depresión crónica;C0581391;Chronic depression;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;2618002;Chronic recurrent major depressive disorder;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;192079006;depresión posviral;C0581390;Postviral depression;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;2,11E+13;trastorno del estado de ánimo con característica depresiva;C0011581;Depressive disorder;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;35489007;trastorno depresivo;C0011581;Depressive disorder;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1,02E+13;Perinatal depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1,05E+14;Postpartum major depression in remission;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1,08E+16;Major depressive disorder in mother complicating childbirth;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1,08E+16;Major depressive disorder in mother complicating pregnancy;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1,08E+16;Depressive disorder in mother complicating childbirth;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1153570009;Treatment resistant depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1153575004;Persistent depressive disorder;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1,33E+14;Severe seasonal affective disorder;;;Possible;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;14070001;Multi-infarct dementia with depression;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;14183003;Chronic major depressive disorder, single episode;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;15193003;Severe recurrent major depression with psychotic features, mood-incongruent;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;15639000;Moderate major depression, single episode;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1,62E+16;Depressive disorder caused by amphetamine;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1,62E+16;Depressive disorder caused by methamphetamine;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1,63E+16;Recurrent mild major depressive disorder co-occurrent with anxiety;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1,63E+16;Recurrent severe major depressive disorder co-occurrent with anxiety;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1,63E+16;Recurrent moderate major depressive disorder co-occurrent with anxiety;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1,63E+16;Recurrent major depressive disorder co-occurrent with anxiety in full remission;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1,63E+16;Recurrent major depressive disorder in partial remission co-occurrent with anxiety;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1,63E+16;Mild major depressive disorder co-occurrent with anxiety single episode;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1,63E+16;Moderate major depressive disorder co-occurrent with anxiety single episode;;;Narrow;R;DEPRESSION;
